"label","youtube_id","time_start","time_end","split","is_cc"
"drinking","9_DYuTdoHPc",58,68,"train",0
"drinking","ERLf-jwAYas",49,59,"train",0
"drinking","VwMgCJ5-ysQ",92,102,"train",0
"drinking","obKqQbF3bhI",290,300,"train",0
"drinking","GI2SBw3w31I",9,19,"train",0
"drinking beer","OVMeoE4nZNo",11,21,"train",0
"drinking beer","OKWHuWSUZ3I",3,13,"train",0
"drinking beer","XKa0HwzDaAE",49,59,"train",0
"drinking beer","-QK_K56zj3s",14,24,"train",0
"drinking beer","auHolurZaCg",1,11,"train",0
"drinking shots","_Lj2PYvvzLw",7,17,"train",0
"drinking shots","Bd71UqzzYWA",335,345,"train",0
"drinking shots","jyEmq1S3ZGI",38,48,"train",0
"drinking shots","ultbLUHNXcY",3,13,"train",0
"drinking shots","FrVnjICc4EU",43,53,"train",0
"driving car","W34fwa7kAKg",28,38,"train",0
"driving car","kYZ0FT0446w",124,134,"train",0
"driving car","XMS5-YuzmOY",45,55,"train",1
"driving car","xpdLY1N7Op8",3,13,"train",0
"driving car","YYpDDK-S7IE",80,90,"train",0
"driving tractor","hU0Ay8J8G90",8,18,"train",0
"driving tractor","M_mSvwSKOzs",2,12,"train",0
"driving tractor","BYujy9xVis4",8,18,"train",0
"driving tractor","Yrl8n7Syh-Q",130,140,"train",0
"driving tractor","ow7zyEOw1-s",109,119,"train",0
"drop kicking","iRnYjCNsy-I",1,11,"train",0
"drop kicking","inkkcDRaN58",2,12,"train",0
"drop kicking","AfnpwrwCg2A",0,10,"train",0
"drop kicking","Nv-zD8ZjVXo",2,12,"train",0
"drop kicking","NkuEwfwELkk",0,10,"train",0
"drumming fingers","Fe3qHrzuGQE",47,57,"train",0
"drumming fingers","XU_zr-oYASA",39,49,"train",0
"drumming fingers","ivQA4HBY60E",69,79,"train",0
"drumming fingers","VenQrcGyRrQ",212,222,"train",0
"drumming fingers","nKgDGyBsroE",2,12,"train",0
"dunking basketball","COFLND6H3Iw",52,62,"train",0
"dunking basketball","k8l5BrM4qRA",50,60,"train",0
"dunking basketball","Mmi_vJYwESo",3,13,"train",0
"dunking basketball","57Oldu4Y4OU",7,17,"train",0
"dunking basketball","_nAyyiqeA5k",62,72,"train",0
"dying hair","MxIMV-r-R4A",97,107,"train",0
"dying hair","SbbsaEkvGJM",0,10,"train",0
"dying hair","c_Sygf49Gxw",87,97,"train",0
"dying hair","J3MHQ7OHjxc",223,233,"train",0
"dying hair","5cGX7mjOD24",225,235,"train",0
"eating burger","C2B7H-KB3_g",24,34,"train",0
"eating burger","vumOA0E8S9Y",29,39,"train",0
"eating burger","HNY3wRkZuxo",172,182,"train",0
"eating burger","vUY1KrHSJ5c",36,46,"train",0
"eating burger","IoEE7NKvDe8",5,15,"train",0
"eating cake","MJgCRpaPT0M",25,35,"train",0
"eating cake","MBDInb6fFo8",15,25,"train",0
"eating cake","8LoeE213-Fc",6,16,"train",0
"eating cake","tDf6SQP6Fr8",299,309,"train",0
"eating cake","c1VxOIBU7fg",1,11,"train",0
"eating carrots","WyCkI30cVeE",396,406,"train",0
"eating carrots","_KZnJKaEonA",2,12,"train",0
"eating carrots","vEKiVg4c5Po",85,95,"train",0
"eating carrots","2hJJDGKmJc0",54,64,"train",0
"eating carrots","ATaK2cd0GZY",41,51,"train",0
"eating chips","Qu_F1O5DJm0",23,33,"train",0
"eating chips","oCC40dCXQik",3,13,"train",0
"eating chips","qDDiqoWbmmo",14,24,"train",0
"eating chips","3QqHNknFfYA",68,78,"train",0
"eating chips","-lu-uk6lhWY",9,19,"train",0
"eating doughnuts","kHR1SV5OlNk",216,226,"train",0
"eating doughnuts","TeTr3BCgeWc",28,38,"train",0
"eating doughnuts","LQBI36rsFZ8",5,15,"train",0
"eating doughnuts","kiGTV7XQRh4",5,15,"train",0
"eating doughnuts","kM6F_qyG1JM",1,11,"train",0
"eating hotdog","dsOuHGSkpvA",1,11,"train",0
"eating hotdog","65Q0CfVr1eg",6,16,"train",0
"eating hotdog","ReFJ0hNTds0",4,14,"train",0
"eating hotdog","0G27MoNN_iM",192,202,"train",0
"eating hotdog","GOZFZI7L9vc",66,76,"train",0
"eating ice cream","ZDIYLwpBBb8",14,24,"train",0
"eating ice cream","NeeiUM6NrAw",1,11,"train",0
"eating ice cream","7A2qluEmHfA",18,28,"train",0
"eating ice cream","krE8qS1C7ro",12,22,"train",0
"eating ice cream","c5cYl_6Dq9E",2,12,"train",0
"eating spaghetti","QImjtLEKurk",4,14,"train",0
"eating spaghetti","s-V8IonzMlU",102,112,"train",0
"eating spaghetti","1YzDQnGUmpU",1,11,"train",0
"eating spaghetti","uBb4-NZZQCs",0,10,"train",0
"eating spaghetti","Y3LK8TyXFTg",27,37,"train",0
"eating watermelon","Ph8-SmP95jk",3,13,"train",0
"eating watermelon","ROUlJd_2tm4",129,139,"train",0
"eating watermelon","OZpFxar4qd4",6,16,"train",0
"eating watermelon","HWnORH79duU",28,38,"train",0
"eating watermelon","gvxo9ow4lHI",12,22,"train",0
"egg hunting","bB-_2CnwdQU",36,46,"train",0
"egg hunting","ghMAs27fLtg",2,12,"train",0
"egg hunting","ZnrBehsX2kk",54,64,"train",0
"egg hunting","fzd77ytaRio",13,23,"train",0
"egg hunting","CNnrucEJuL4",55,65,"train",0
"exercising arm","SSwbE4xcFkE",4,14,"train",0
"exercising arm","xtyHh9-GeRc",1,11,"train",0
"exercising arm","Di7EoB5CGOs",21,31,"train",0
"exercising arm","INbrohwK8DU",11,21,"train",0
"exercising arm","WZBfgJ8GW0I",2,12,"train",0
"exercising with an exercise ball","ZmAglEpgKUY",37,47,"train",0
"exercising with an exercise ball","rf7kPjZfbi0",32,42,"train",0
"exercising with an exercise ball","dSue9qpl83M",133,143,"train",0
"exercising with an exercise ball","NZaNyf-vt48",11,21,"train",0
"exercising with an exercise ball","gwwNST1hwgI",160,170,"train",0
"extinguishing fire","clM9VDYy1wE",5,15,"train",0
"extinguishing fire","-SCH0J8fN7k",71,81,"train",0
"extinguishing fire","ilhR5b65gpw",73,83,"train",0
"extinguishing fire","ZK5dLYuNn54",4,14,"train",0
"extinguishing fire","8ThiNg4P6v8",252,262,"train",0
"faceplanting","IYQcCIZktdg",7,17,"train",0
"faceplanting","r8z0mWgT6GA",9,19,"train",0
"faceplanting","JjfXZe9a8KI",1,11,"train",0
"faceplanting","PLzFNo1RAUM",2,12,"train",0
"faceplanting","LwObJgZ82y4",5,15,"train",0
"feeding birds","wMUjL9r_-Hs",10,20,"train",0
"feeding birds","xne8trivRvI",28,38,"train",0
"feeding birds","822GAUIMIPM",1,11,"train",0
"feeding birds","1i4UfYAi9eE",52,62,"train",0
"feeding birds","4jhXzvu_8Pc",0,10,"train",0
"feeding fish","qK4v-OCmCvA",30,40,"train",0
"feeding fish","xtE0aEA3Kms",4,14,"train",0
"feeding fish","MxJ1ebve-cA",5,15,"train",0
"feeding fish","b9nODBoXTcI",0,10,"train",0
"feeding fish","5w5dUi5P1Ig",3,13,"train",0
"feeding goats","yizzCqrr1G0",29,39,"train",0
"feeding goats","M8igSryG4AM",1,11,"train",0
"feeding goats","mNajwN7-Bww",0,10,"train",0
"feeding goats","sPBXDZuWt4s",5,15,"train",0
"feeding goats","JEb9-DNrQg8",26,36,"train",1
"filling eyebrows","Fa56CFWGI7k",194,204,"train",0
"filling eyebrows","R8EhWrx1x4k",70,80,"train",0
"filling eyebrows","nVj46c8cwXg",219,229,"train",0
"filling eyebrows","U1LEGbBi7hM",2,12,"train",0
"filling eyebrows","QKolHemYWuI",410,420,"train",0
"finger snapping","ceRvl0HZ4Ns",1,11,"train",0
"finger snapping","rWTltdzimSA",1,11,"train",0
"finger snapping","A9VulKwOEPM",1,11,"train",0
"finger snapping","ehHM8qUDWvw",32,42,"train",0
"finger snapping","eiirBi3zNs0",0,10,"train",0
"fixing hair","cMHVGfxe5Dw",68,78,"train",0
"fixing hair","exrMGrp7tH4",3,13,"train",0
"fixing hair","tD_13dIcqSk",144,154,"train",0
"fixing hair","Zo1Aw2_9mnc",5,15,"train",0
"fixing hair","YAEVoF_NQNE",183,193,"train",0
"flipping pancake","Y7aLr-GSm8I",2,12,"train",0
"flipping pancake","aQ6sI7zaTu4",0,10,"train",0
"flipping pancake","FwUSUs7HOmw",10,20,"train",0
"flipping pancake","Y_Q3bseE5Qc",0,10,"train",0
"flipping pancake","ksxB8x3qork",1,11,"train",0
"flying kite","0NhxebsqO-E",4,14,"train",0
"flying kite","UPlT3lWla-8",17,27,"train",0
"flying kite","2pd3FzWzqJU",61,71,"train",0
"flying kite","Y80hLa0GozU",27,37,"train",0
"flying kite","9N7gbNzsry8",139,149,"train",0
"folding clothes","4HiGA5p2M4I",171,181,"train",0
"folding clothes","ZsBZzQpywII",25,35,"train",0
"folding clothes","ttVd7s_oUcQ",25,35,"train",0
"folding clothes","Vl0LkE93oF4",11,21,"train",0
"folding clothes","4Ci6ToQuACU",14,24,"train",0
"folding napkins","T1KAwPl6RLA",81,91,"train",0
"folding napkins","qoFctl58IYM",35,45,"train",0
"folding napkins","VhBjvsAcZ_Y",57,67,"train",0
"folding napkins","fGSbw9VOQQA",66,76,"train",0
"folding napkins","UYHDNcjqYmY",0,10,"train",0
"folding paper","WVLjmDZrS-E",69,79,"train",0
"folding paper","5d2yzsxgOu0",1,11,"train",0
"folding paper","81goNWpGAY0",859,869,"train",1
"folding paper","fpk4f5M_E8g",52,62,"train",0
"folding paper","YY_Olz4Mqlc",137,147,"train",0
"front raises","bhjtEvQ_PP8",2,12,"train",0
"front raises","ig_XJ4p_IZY",18,28,"train",1
"front raises","M4wvk5o-cN0",0,10,"train",0
"front raises","hqTjxOrSbpA",1,11,"train",0
"front raises","UzOcM46ggeY",29,39,"train",0
"frying vegetables","u6557ULaHdg",129,139,"train",0
"frying vegetables","qgRhgt0ocH0",126,136,"train",0
"frying vegetables","DmU6g6-5QP8",148,158,"train",0
"frying vegetables","VzyUDFJ1-Uk",188,198,"train",0
"frying vegetables","jLB8KEO-uRY",248,258,"train",0
"garbage collecting","FtS2Up0OQls",238,248,"train",0
"garbage collecting","RDqJ5hAw5b8",437,447,"train",0
"garbage collecting","irDgOXFd8jA",11,21,"train",0
"garbage collecting","kdFfolOlzfQ",150,160,"train",0
"garbage collecting","A-TCJhIKVb0",72,82,"train",0
"gargling","1FQjqLc6m7w",16,26,"train",0
"gargling","-RcKxV324uQ",110,120,"train",0
"gargling","zujfkZsR0FA",44,54,"train",0
"gargling","iMe85x8JhYM",6,16,"train",0
"gargling","Gtdno63GJSg",4,14,"train",0
"getting a haircut","OZdIn_1-lJY",27,37,"train",0
"getting a haircut","Zlkft82Di7w",98,108,"train",0
"getting a haircut","WPbOwmG-9s0",58,68,"train",0
"getting a haircut","S9fKw7rfq4o",349,359,"train",0
"getting a haircut","YVjaK5xY0og",52,62,"train",0
"getting a tattoo","R9xDpDSrDwU",1,11,"train",0
"getting a tattoo","jzd-BE32SUc",24,34,"train",0
"getting a tattoo","agrZpnlmBSM",193,203,"train",0
"getting a tattoo","0yi-nkwLEnI",32,42,"train",0
"getting a tattoo","Lh2qAQ7ORhs",28,38,"train",0
"giving or receiving award","sCY94LqKQoc",28,38,"train",0
"giving or receiving award","A8sD9I-l2yg",1836,1846,"train",0
"giving or receiving award","iQVsbi6ZLJY",94,104,"train",0
"giving or receiving award","ezyDlbkEZWE",15,25,"train",0
"giving or receiving award","43-rU4fMKhE",397,407,"train",0
"golf chipping","Tvxbmu3OjJg",38,48,"train",0
"golf chipping","HQKMYRCtM-U",3,13,"train",0
"golf chipping","FSqDoEJt4tE",46,56,"train",0
"golf chipping","MwBDzRHTQHs",62,72,"train",0
"golf chipping","doqtASVNTik",104,114,"train",0
"golf driving","NMdWD8WCcg0",23,33,"train",0
"golf driving","F6ZWneKIJAM",2,12,"train",0
"golf driving","CEMY5RXM338",23,33,"train",0
"golf driving","9elcZF3KA6k",259,269,"train",0
"golf driving","rXV3UPht6T4",0,10,"train",0
"golf putting","XsmoAYNjwao",364,374,"train",0
"golf putting","aFPhixyt9WQ",84,94,"train",0
"golf putting","eFiWOuLUoOg",65,75,"train",0
"golf putting","PyWe1pxgF-E",47,57,"train",0
"golf putting","lFzNLkTuIJk",209,219,"train",0
"grinding meat","Cc9yj7wrhtk",404,414,"train",0
"grinding meat","MPc30otJ3UM",12,22,"train",0
"grinding meat","SEjVNwvMQt4",4,14,"train",0
"grinding meat","cd5ZQHNTwYY",94,104,"train",0
"grinding meat","LNm0BwvJ6c0",55,65,"train",0
"grooming dog","91cMJAdKRNM",149,159,"train",1
"grooming dog","GoCqdsE4YQ8",86,96,"train",0
"grooming dog","0Dhj_d6PDRI",20,30,"train",0
"grooming dog","LgylZDKZvzM",0,10,"train",0
"grooming dog","ABQoKxc_I0c",31,41,"train",0
"grooming horse","of6W1qCdHpk",128,138,"train",0
"grooming horse","uqVCEnEYwIA",788,798,"train",0
"grooming horse","kIJ0qjEQj04",330,340,"train",0
"grooming horse","ZMN96ZmlZjY",151,161,"train",0
"grooming horse","_VqSLjn0Myc",127,137,"train",0
"gymnastics tumbling","nSm6G4pgjBc",58,68,"train",0
"gymnastics tumbling","X_UUrhYl6yM",1,11,"train",0
"gymnastics tumbling","K7qi-tZB8-0",37,47,"train",0
"gymnastics tumbling","O4gyTrn6uEY",1,11,"train",0
"gymnastics tumbling","koImq6JvQXk",2,12,"train",0
"hammer throw","1xZo8DECdGY",2,12,"train",0
"hammer throw","DPMLnA2MFEg",4,14,"train",0
"hammer throw","ZGmgPw3XlDo",7,17,"train",0
"hammer throw","qNKXFbOLotw",2,12,"train",0
"hammer throw","9dvlNbIhb9w",4,14,"train",0
"headbanging","_rY3FlxfjH0",130,140,"train",0
"headbanging","ytp2n32TCTA",37,47,"train",0
"headbanging","UtDEyMKLQo4",0,10,"train",0
"headbanging","Q3X5n8l_OQo",11,21,"train",0
"headbanging","Rhap60SEPTI",4,14,"train",0
"headbutting","BaPo7CdLXY0",14,24,"train",0
"headbutting","4ECz9Tb5rew",1,11,"train",0
"headbutting","Oun5MJOKVdY",10,20,"train",0
"headbutting","-327uLLh08w",4,14,"train",0
"headbutting","6VJNVMl2hWU",0,10,"train",0
"high jump","S5yEgAkMWDk",0,10,"train",0
"high jump","pN1BgPm4okk",2,12,"train",0
"high jump","IZlzyVkt0G4",4,14,"train",0
"high jump","QUaQhPBENX0",2,12,"train",0
"high jump","HleccDcKMdM",0,10,"train",0
"high kick","bh5NfiQxJBI",125,135,"train",0
"high kick","gYVza-v0bZE",0,10,"train",0
"high kick","M8guryJxGBo",2,12,"train",0
"high kick","YwlE8uXu5gU",5,15,"train",0
"high kick","vs40OJ5jYlc",13,23,"train",0
"hitting baseball","y4x9_Jmo6ts",103,113,"train",0
"hitting baseball","SK02DlS5KBk",15,25,"train",0
"hitting baseball","zYYxrt0602w",211,221,"train",0
"hitting baseball","PvQaA0Ana5M",0,10,"train",0
"hitting baseball","VdFIqdmJvhw",66,76,"train",0
"hockey stop","ng7ninJAKkM",1,11,"train",0
"hockey stop","ypUsd2ztaJY",6,16,"train",0
"hockey stop","4fwQDqRDHt4",151,161,"train",0
"hockey stop","2E_fB_gxbls",9,19,"train",0
"hockey stop","Nw1CsQalnxw",7,17,"train",0
"holding snake","H-iyTdWJ_YM",41,51,"train",0
"holding snake","F6htTSIFD1U",12,22,"train",0
"holding snake","TX5MxpuOjW8",59,69,"train",0
"holding snake","hLv6pbdKUw0",18,28,"train",0
"holding snake","cZ0UIq0wkrk",6,16,"train",0
"hopscotch","wylugNib-lg",12,22,"train",0
"hopscotch","ddUeIMYLrAQ",6,16,"train",0
"hopscotch","WIegDab9tig",1,11,"train",0
"hopscotch","CT1EG4spwdc",3,13,"train",0
"hopscotch","nQUfEEVHMTs",0,10,"train",0
"hoverboarding","ews5sJfQZac",78,88,"train",0
"hoverboarding","S56WPhl5no0",39,49,"train",0
"hoverboarding","ri4WIrFIikE",416,426,"train",0
"hoverboarding","6VBmK0FR3ls",3,13,"train",0
"hoverboarding","VN9Mlo_YdaE",3,13,"train",0
"hugging","eX77bOpTZJo",33,43,"train",0
"hugging","u0jzZaMWkzw",0,10,"train",0
"hugging","48h5h28YBFI",0,10,"train",0
"hugging","z9ymWV_jJGg",129,139,"train",0
"hugging","gFAKgJVqRyc",7,17,"train",0
"hula hooping","mVnLMpP3Jss",70,80,"train",0
"hula hooping","2l7_fxyxO-k",46,56,"train",0
"hula hooping","4oSuzJTm0xs",24,34,"train",0
"hula hooping","oxM2iksjRwM",56,66,"train",0
"hula hooping","lI9qmWKQpr0",6,16,"train",0
"hurdling","-68VwvBfeeg",3,13,"train",0
"hurdling","FFyzPPMVLXk",112,122,"train",0
"hurdling","ipvxlzCvfIQ",2,12,"train",0
"hurdling","GulE_XlnxI8",5,15,"train",0
"hurdling","nDfj5WjG85o",3,13,"train",0
"hurling (sport)","6p-dyfBuBvg",28,38,"train",0
"hurling (sport)","ySqiw6-9y_4",4,14,"train",0
"hurling (sport)","usrs8tiE4is",3696,3706,"train",0
"hurling (sport)","NTcW5IK_7eg",615,625,"train",0
"hurling (sport)","3RsjESUUBkE",604,614,"train",0
"ice climbing","TQZY1YR_OMo",38,48,"train",0
"ice climbing","Y8gkWMCqA5U",16,26,"train",0
"ice climbing","UO1xxPOYQWk",55,65,"train",0
"ice climbing","eOrAInDVdss",14,24,"train",0
"ice climbing","jnGmtXyBOKM",88,98,"train",0
"ice fishing","EVdsPOwPUc4",142,152,"train",0
"ice fishing","4o7Abew2ExY",97,107,"train",0
"ice fishing","adI5Mw8CuPo",15,25,"train",0
"ice fishing","VbEbFL2mpzc",10,20,"train",0
"ice fishing","OcDbRdb2Li4",16,26,"train",0
"ice skating","1-itME2iEYc",7,17,"train",0
"ice skating","grkSi6knUDs",75,85,"train",1
"ice skating","Wy2GlnmAxF0",33,43,"train",0
"ice skating","4FxDNCG3hUM",16,26,"train",0
"ice skating","_qYdq-EFHi0",11,21,"train",0
"ironing","XhOB-6hTPEw",578,588,"train",0
"ironing","njHE4S-HD3I",52,62,"train",0
"ironing","mjiTS0dTcT8",314,324,"train",0
"ironing","iIiSOt6Mja0",18,28,"train",0
"ironing","-Qz-PkmYt-c",51,61,"train",0
"javelin throw","4FXvAFNvFMs",7,17,"train",0
"javelin throw","90t4qyyAPes",5,15,"train",0
"javelin throw","_I60lPzKkWY",13,23,"train",0
"javelin throw","6CIJAKIeru0",3,13,"train",0
"javelin throw","Qpgx2sz5c8s",1,11,"train",0
"jetskiing","5N9wRIsP5VM",1,11,"train",0
"jetskiing","pEaJSUrM9qk",31,41,"train",0
"jetskiing","ZMEtjU7F2Xo",152,162,"train",0
"jetskiing","jBJhopWfmGM",437,447,"train",0
"jetskiing","pq4irfwVYsY",74,84,"train",0
"jogging","EgjVjAJ74cU",4,14,"train",0
"jogging","5HUrbzPv4Cc",12,22,"train",0
"jogging","jdPbsMllrHg",88,98,"train",0
"jogging","l_4eRwCMi1Q",44,54,"train",0
"jogging","QT70-YwYAvo",2,12,"train",0
"juggling balls","p38pu1Bv-3s",0,10,"train",0
"juggling balls","2_wqUiKfcHU",81,91,"train",0
"juggling balls","xH9SMXdC9ro",2,12,"train",0
"juggling balls","eWtBZbL9eFY",13,23,"train",0
"juggling balls","kOlKicYW1lo",3,13,"train",0
"juggling fire","mvY-Jnj2fSA",89,99,"train",0
"juggling fire","Qr7ln6NNNGY",15,25,"train",0
"juggling fire","zN5sEGe9S9Q",55,65,"train",0
"juggling fire","uA51GISow74",6,16,"train",0
"juggling fire","9p7WQXGWV6I",26,36,"train",0
"juggling soccer ball","7q2uOQpcgh8",2,12,"train",0
"juggling soccer ball","-OvAZRMaLPo",1,11,"train",0
"juggling soccer ball","hGgvwGtdU2w",64,74,"train",0
"juggling soccer ball","nD7tIWze5ko",99,109,"train",0
"juggling soccer ball","MmYniuKbV3Y",21,31,"train",0
"jumping into pool","J0PkPhcAHaw",30,40,"train",0
"jumping into pool","MZ2EE6ombeQ",11,21,"train",0
"jumping into pool","OukJMZaXALA",37,47,"train",0
"jumping into pool","ZO4lYAnAD4Y",28,38,"train",0
"jumping into pool","0x3Ye9DeGYc",65,75,"train",0
"jumpstyle dancing","rB05ZjDEwGs",51,61,"train",0
"jumpstyle dancing","vOw-DI6_yuk",40,50,"train",0
"jumpstyle dancing","m3YG7HbtSbY",45,55,"train",0
"jumpstyle dancing","IOYZvY45xdo",35,45,"train",0
"jumpstyle dancing","vD1JL_3tcVQ",1,11,"train",0
"kicking field goal","PfaXpAWUUtg",0,10,"train",0
"kicking field goal","zLfztLHdKH4",102,112,"train",0
"kicking field goal","gKzYC6I7DKY",487,497,"train",0
"kicking field goal","LxjmhiTbN0k",4,14,"train",0
"kicking field goal","B4H7DNlY-NY",2,12,"train",0
"kicking soccer ball","Wv-2pZXH1OY",13,23,"train",0
"kicking soccer ball","nSHkZUauHSI",12,22,"train",0
"kicking soccer ball","3AMj4UPxJ2Y",2,12,"train",0
"kicking soccer ball","1QHW8R087Ls",26,36,"train",0
"kicking soccer ball","4O1Sd7eP2RI",2,12,"train",0
"kissing","apF2rlg-FCU",65,75,"train",1
"kissing","_CoBSDRUk9g",14,24,"train",0
"kissing","nom2lq49Mq4",58,68,"train",0
"kissing","bAFJFk8XbMc",154,164,"train",0
"kissing","Y-bQoTZIJqE",39,49,"train",1
"kitesurfing","WpIds1Ygp2w",185,195,"train",0
"kitesurfing","f9L2sqGLp_k",99,109,"train",0
"kitesurfing","ZWbnhwhs_Is",82,92,"train",0
"kitesurfing","YASvBqC6IXY",37,47,"train",0
"kitesurfing","okgC_stBnYM",61,71,"train",0
"knitting","C4hDtArsrJc",30,40,"train",0
"knitting","3QHOEZKENBo",116,126,"train",0
"knitting","gYp5x2exD2E",107,117,"train",0
"knitting","AL6vy_VeC1M",538,548,"train",1
"knitting","1RdnFXZawzI",69,79,"train",0
"krumping","f0RI894AvBc",19,29,"train",0
"krumping","Y3uJBS7LlFY",645,655,"train",0
"krumping","wBWYSZRaiQM",23,33,"train",0
"krumping","BxF-2bii6pw",11,21,"train",0
"krumping","gBrB5w2_bkI",6,16,"train",0
"laughing","1ujBjL4WdaI",15,25,"train",0
"laughing","eGmRh_nAcqM",30,40,"train",1
"laughing","nBqR3uKtb_E",80,90,"train",0
"laughing","coPV2ZlqZMo",122,132,"train",0
"laughing","_ug5FAp_5FU",42,52,"train",0
"laying bricks","CgRB3pywWt0",17,27,"train",0
"laying bricks","MdbbiHK-ml0",0,10,"train",0
"laying bricks","KTFTllaHgPI",43,53,"train",0
"laying bricks","IZBQ8-gCKSw",41,51,"train",0
"laying bricks","wdR6IZQYuWQ",3,13,"train",0
"long jump","MDbFDb1KMsk",1,11,"train",0
"long jump","aKUo8OwpvLY",97,107,"train",0
"long jump","qCJuCqKeZpA",4,14,"train",0
"long jump","NAjBYmiVVSA",2,12,"train",0
"long jump","keG0q-dNpAk",4,14,"train",0
"lunge","EvX7OxEQys8",28,38,"train",0
"lunge","KQOeXuV9nq0",2,12,"train",0
"lunge","LueqEd6J38c",11,21,"train",0
"lunge","KRQV7DZFdDQ",0,10,"train",0
"lunge","atM0X__tE8c",13,23,"train",0
"making a cake","2X40l56krhc",8,18,"train",0
"making a cake","dIsVyJHJQyY",27,37,"train",0
"making a cake","pnYjRQiYg1c",532,542,"train",1
"making a cake","1XOdJdG2OJU",138,148,"train",0
"making a cake","sstK6IA39Pc",11,21,"train",0
"making a sandwich","cLDUJ_ElJBc",99,109,"train",0
"making a sandwich","raQa3zUOHE4",340,350,"train",0
"making a sandwich","x6J8vh2nh9s",8,18,"train",0
"making a sandwich","F8gOwCr6YTA",26,36,"train",0
"making a sandwich","OAi54IwOg_A",104,114,"train",0
"making bed","-rdXB23P39k",198,208,"train",0
"making bed","SKepMZmvdYQ",103,113,"train",0
"making bed","qWJK5y1YZqE",91,101,"train",0
"making bed","31M0nRhGrkc",364,374,"train",0
"making bed","NuNdSEHoaVA",207,217,"train",0
"making jewelry","MQQC1KOUYbk",363,373,"train",0
"making jewelry","679knuIuHk0",135,145,"train",0
"making jewelry","99MgioppVWE",40,50,"train",0
"making jewelry","oRtgXmwUlvA",470,480,"train",0
"making jewelry","PCLbZledLqA",98,108,"train",0
"making pizza","R8dfZvAr_lI",53,63,"train",0
"making pizza","aZsNFdzb8uk",97,107,"train",0
"making pizza","Iskl-xxRUkg",74,84,"train",0
"making pizza","q9AJTCf4Rhg",12,22,"train",0
"making pizza","FFcDMD699Vg",270,280,"train",0
"making snowman","hKsx1n7wa30",112,122,"train",0
"making snowman","37GLzVzykQM",84,94,"train",0
"making snowman","zcGI-NkwaYc",17,27,"train",0
"making snowman","jxgs4Jgd104",173,183,"train",0
"making snowman","xqmGRS7p9CE",98,108,"train",0
"making sushi","NnRmXg8Y6-k",50,60,"train",0
"making sushi","ljl0xS-uvT4",110,120,"train",0
"making sushi","d_XBbUbosZc",610,620,"train",0
"making sushi","oBw-Fc-jUWA",219,229,"train",0
"making sushi","6DhdKNz3opI",34,44,"train",0
"making tea","3w7Pa5CEhbI",398,408,"train",0
"making tea","1Wwn_LHYfp4",47,57,"train",0
"making tea","VgHBcR8EyIM",3,13,"train",0
"making tea","dhWorXmLLsU",66,76,"train",0
"making tea","r6wLwIoLOWg",22,32,"train",0
"marching","hT-wkQfnioc",286,296,"train",0
"marching","vi1fZa4Mba4",546,556,"train",0
"marching","xJwWnFrXfWI",7,17,"train",0
"marching","JnzSjTgXx0E",156,166,"train",0
"marching","l36OECBC5ww",59,69,"train",0
"massaging back","p3hK1pl8UAQ",328,338,"train",0
"massaging back","doVftsHrtjE",189,199,"train",0
"massaging back","xFr8uMw8qic",94,104,"train",0
"massaging back","vXKFg15o-to",137,147,"train",0
"massaging back","fPgysir1EHM",87,97,"train",0
"massaging feet","V11uSt3w3Yk",27,37,"train",0
"massaging feet","EPSx_6ZfBpU",71,81,"train",0
"massaging feet","kjW-UfmHjhE",45,55,"train",0
"massaging feet","FvUKENJBmJY",234,244,"train",0
"massaging feet","yY0lZztnGwc",1,11,"train",0
"massaging legs","VauJUgc28N0",33,43,"train",0
"massaging legs","kq6KxYvAh1c",59,69,"train",0
"massaging legs","tYfHOiyqYDo",457,467,"train",0
"massaging legs","dUqBTz--DT8",18,28,"train",0
"massaging legs","UM-_qqrrZ_4",88,98,"train",0
"massaging person's head","mmkljiwHeQg",117,127,"train",1
"massaging person's head","Pl2BxbPhklI",1,11,"train",0
"massaging person's head","9U8ha3_Sg9Q",75,85,"train",0
"massaging person's head","7hIAtSLdAUo",1258,1268,"train",0
"massaging person's head","JSFmdrWzrSQ",180,190,"train",0
"milking cow","Wu4VdEW_15w",18,28,"train",0
"milking cow","fpTCJeHUVFY",41,51,"train",0
"milking cow","hAWVXG-e2pI",207,217,"train",0
"milking cow","GL5g4CuYkaY",19,29,"train",0
"milking cow","JN_QVlPmTcM",34,44,"train",0
"mopping floor","4CRacVTadPQ",81,91,"train",0
"mopping floor","CNj90qpbp8o",23,33,"train",0
"mopping floor","iTAzoUp4oDU",56,66,"train",0
"mopping floor","1-Sqf8W2rzI",613,623,"train",0
"mopping floor","-v0C-l0yHDA",90,100,"train",0
"motorcycling","nnbPkcLVZts",20,30,"train",0
"motorcycling","vflCybIN6MU",137,147,"train",0
"motorcycling","Q2usnNcctrM",46,56,"train",0
"motorcycling","nUAtYuiexUE",44,54,"train",0
"motorcycling","KrNHxAj31fk",42,52,"train",0
"moving furniture","86p8j6GHW6U",6,16,"train",0
"moving furniture","kSFyH1iNQIg",5,15,"train",0
"moving furniture","JxCaY8fvCas",14,24,"train",0
"moving furniture","JIAy8npPouc",44,54,"train",0
"moving furniture","xjtWI4dIYrc",26,36,"train",0
